Gläserner Staat statt gläserne,"Die Menschen haben ein berechtigtes Interesse, dass Politik und Verwaltung ein Höchstmaß an Transparenz ihres Handelns gewährleisten. Politische Entscheidungen hinter verschlossenen Türen sind in der heutigen Informationsgesellschaft nur noch schwer vermittelbar. Die Ausschüsse des Bundestags wollen wir grundsätz- lich öffentlich und online verfolgbar tagen lassen. Wir stehen für ein modernes Staatsverständnis, bei dem der Staat die Pflicht hat, sein Handeln und seine Gründe dafür offenzulegen, und die Bürger*innen einen hohen Schutz ihrer Privatsphäre genießen.",,,,
Kampf gegen Ausspähung unbescholtener,"Wir wollen nicht, dass die Bürger*innen unter einen Generalverdacht gestellt werden. Die globale Über- wachung unserer Kommunikation ist unverhältnismäßig und ein Angriff auf unsere bürgerlichen Rechte. Wir machen uns dafür stark, dass unsere Bürgerrechte auch international geschützt werden, und werden ent- sprechende Abkommen einfordern.",,,,
Datenschutz auf höchstem,"Wir wollen das höchste Niveau beim Datenschutz sicherstellen. Deshalb setzen wir uns für grundlegende Nachbesserungen bei der Umsetzung der Datenschutzgrundverordnung ein, wo diese noch Spielräume lässt. Der Datenschutz darf aber nicht zu einem Bürokratiemonster für Ehrenamtliche und Vereine werden. Eigene europäische Server sind zur Stärkung der digitalen Souveränität nötig und müssen weiter aufgebaut werden.",,,,
Nutzer*innen die Datenhoheit,"Bisher profitieren vor allem amerikanische Großkonzerne von den riesigen Datenmengen ihrer Nutzer*innen im Internet. Mit einer gesetzlichen Datendividende wollen wir erreichen, dass die Nutzer*innen künftig selbst über die Verwendung ihrer Informationen entscheiden und dafür transparent von den Plattformbetreibern anteilig entlohnt werden. Diese Datendividende soll es den Nutzer*innen ermöglichen, plattform- und landes- unabhängig ihre eigenen Daten als Währung zu verwenden.",,,,
Urheberrechtliche Haftung für verlinkte Seiten,"Die Rechtsprechung, wonach auch jene für Urheberrechtsverletzungen im Internet haften müssen, die nur ei- nen Link auf eine Website mit rechtswidrigen Inhalten setzen, ist verheerend. Sie schafft für Millionen von deut- schen Website-Betreiber*innen eine enorme Unsicherheit und schränkt die Freiheit des Internets massiv ein.",,,,
Keine,"Umgesetzt werden soll die EU-Urheberrechtsreform aus dem Jahr 2019 ohne Uploadfilter (nach den letzten Änderungen beschlossen als Artikel 17). Die zurzeit bestehende Richtlinie hat das Potenzial, durch Uploadfilter und die damit verbundene Zensur die Meinungs- und künstlerische Freiheit einzuschränken und das Internet zum Nachteil aller nachhaltig zu verändern. Die Entscheidung des Europäischen Parlaments kann zwar nicht rückgängig gemacht werden, aber eine EU-Richtlinie selbst hat keine bindende Wirkung, sondern muss in nationales Recht umgesetzt werden. Da der Artikel selbst keine Uploadfilter vorschreibt, bleibt es der Bundes- regierung überlassen, diese einzuführen oder eine kreativere Lösung zu finden. Aus diesem Grund muss ein Gesetz verabschiedet werden, das die Uploadfilter explizit verbietet. Darüber hinaus soll das Gesetz für eine gerechtere Verteilung der Einnahmen sorgen und insbesondere kleine Künstler*innen unterstützen sowie die Macht der großen Konzerne begrenzen im Hinblick darauf, was veröffentlicht wird und was nicht.",,,,
Leistungsstarke öffentliche,"Die Funktionsfähigkeit eines Staats hängt von der Leistungsfähigkeit der öffentlichen Verwaltung ab. Eine effi- ziente, unbestechliche Verwaltung bringt Standortvorteile im weltweiten Wettbewerb. Voraussetzung dafür ist aber eine bedarfsgerechte Ausstattung mit Sachmitteln sowie ein gut ausgebildetes und motiviertes Personal.",,,,
Grundrechte auch in internationalen Organisationen,"Wir werden uns dafür einsetzen, dass auch internationale Organisationen mit Sitz in Deutschland die bei uns geltenden Grundrechte und unser Arbeitnehmerschutzniveau einhalten. Ähnliche Missstände wie die, die etwa beim Umgang mit der Mitarbeiterschaft im Europäischen Patentamt bekannt geworden sind, wollen wir beseitigen.",,,,
Waffenexporte durch,"Wir halten es für unverantwortlich, dass im Bundessicherheitsrat hinter verschlossenen Türen über Rüstungs- deals entschieden wird. Wir werden uns dafür einsetzen, dass die Entscheidung über Rüstungsexporte in Länder außerhalb des NATO-Gebiets öffentlich im Bundestag getroffen wird. Wir lehnen Exporte in nicht frei- heitliche oder instabile Staaten ab.",,,,
UMWELTSCHUTZ UND,"Eine gesunde Umwelt ist kein Selbstzweck. Klima- und Umweltschutz sichern und verbessern nachhaltig die Koexistenz von Natur-, Lebens- und Wirtschaftsräumen. Wir FREIE WÄHLER wollen die Umwelt sowie die Ar- tenvielfalt bewahren und die natürlichen Lebensgrundlagen unserer Heimat schützen. Dies machen wir nicht nur zu unserem eigenen Schutz, sondern auch aus Verantwortung für nachfolgende Generationen. Wir stehen zu den Verpflichtungen, die sich aus dem Pariser Klimaabkommen ergeben. Deswegen gilt es, die Klimaneutralität spätestens bis zum Jahr 2050 zu erreichen. Wir blicken dieser Aufgabe mutig entgegen. Durch technische Innovation lassen sich im Bereich der Energie, der Mobilität und der Landwirtschaft große Verän- derungen erreichen, die nicht nur der Emissionsreduktion dienen, sondern auch wirtschaftliche Wachstums- potenziale für Deutschland bereithalten. Wir setzen auf die Innovationskraft und den technischen Fortschritt und wollen auf Abgaben und Verbote ver- zichten, soweit es möglich ist. Wir werden nicht zulassen, dass die hohe Zustimmung zum Klimaschutz durch eine Verquickung mit einer ideologischen Systemfrage zerstört wird. Deshalb stehen wir für eine transparente und sachliche Kommunikationspolitik ein, die allen Bürger*innen ihre Eigenverantwortung verdeutlicht und gleichzeitig Möglichkeiten eines klimaschonenden Verhaltens aufzeigt. Jedoch darf diese Verantwortung jedes einzelnen Menschen keinesfalls als Signal verstanden werden, die Wirtschaft und Politik aus ihrer Verantwor- tung zu entlassen. Wir werden uns den Herausforderungen, die der Klimawandel mit sich bringt, gemeinsam mit der Bevölkerung stellen. Deshalb erteilen wir ideologischen Ansätzen eine klare Absage: Wir stehen für eine sachliche, technologieoffene Diskussion mit dem Ziel, unser aller Verantwortung gerecht zu werden. Die negativen Folgen des Klimawandels sind bereits ersichtlich und spürbar. Neben Maßnahmen zum Klimaschutz benötigen wir Lösungen zur Bekämpfung der Klimafolgen. Die Bürger*innen sowie die Kommunen dürfen nicht mit den Problemen wie Überschwemmungen, Verwüstung, Dürre, Wassermangel, Stürmen, Starkregen und einer sich verändernden Flora und Fauna allein gelassen werden. Klimaschutz ist die globale Herausforderung unserer Zeit. Klimaschutz bedeutet gleichzeitig, eine wirkungs- volle Entwicklungs- und Sicherheitspolitik zu verfolgen. Die Suche nach Lösungen bietet auch Chancen für Entwicklungsländer. Eine neue wirtschaftliche Zusammenarbeit muss fair und nachhaltig gestaltet werden. Vor allem die Wasserstoffproduktion und der Export von Wasserstoff können eine wirtschaftliche Chance für afrikanische Staaten sein.",,,,
UMWELT- UND RESSOURCENSCHUTZ Schutz des,Wir stehen für den Erhalt von sauberem und sicherem Trinkwasser als öffentlichem Gut durch einen wirk- samen Grundwasserschutz und eine umweltgerechte Nährstoffbewirtschaftung in der Landwirtschaft. Eine Privatisierung der Wasserversorgung lehnen wir ab. Wir messen dem Schutz des Trinkwassers einen beson- ders hohen Stellenwert bei. Grundwassergefährdungen müssen konsequent vermieden werden. Ein verant- wortungsvoller Umgang mit Trink- und Regenwasser muss als Klimafolgenanpassung bundesweit gefördert werden.,,,,
Mikroplastik,Mikroplastik wird nicht nur durch Kunststoffabrieb erzeugt. Als bewusst eingesetzter Zusatz in Wasch- und Hygieneerzeugnissen gerät er zuhauf in das Abwasser. Neben den Umweltbelastungen führt der Zusatz von Mikroplastik zu höheren Abwasserkosten für alle Verbraucher*innen. Denn der dadurch erforderliche zusätz- liche Reinigungsaufwand wird über die Abwassergebühren auf alle Verbraucher*innen umgelegt.,,,,
Wald ganzheitlich,"Auf die ihn umgebende Landschaft, den Menschen, den Boden, die Luft, das Wasser sowie die Diversität von Tieren und Pflanzen hat der Wald eine bedeutende Wirkung. Wälder erfüllen gleich mehrere Funktionen, für deren Erhalt und notwendiges Gleichgewicht wir uns einsetzen. Der Wald muss als Lebensraum für unzählige Tier- und Pflanzenarten erhalten bleiben. Seine Nutzfunktion durch die Bereitstellung des Rohstoffes Holz gewinnt an Bedeutung. Durch die Verwendung im Bau wird in ihm CO 2 gespeichert. Ein anderer Ertrag ist Wildfleisch. Den Wert dieser Erträge gilt es, ins Bewusstsein zu rücken, damit sich wieder ein wertschätzender Umgang damit etabliert. Zudem erfüllt der Wald mehrere Schutzfunktionen. Der Schutz des Waldes geht ein- her mit Boden-, Lawinen-, Wasser-, Klima- und Immissionsschutz. Er ist zudem wichtig für die Sauerstoffpro- duktion. Auch die Erholungsfunktion des Waldes ist für Bürger*innen wichtig. Deswegen muss der Zugang zu Wäldern zur Entspannung sowie zur sportlichen Betätigung weitestgehend ermöglicht werden. Wir setzen uns daher für Investitionen in die Vereinbarkeit der verschiedenen Funktionen des Waldes ein. Beispielhaft ist hier die Förderung von Fitness-, Reit- und Mountainbike-Strecken zu nennen, die dazu beitragen, dass Sport auf Geländen ausgeübt werden kann, die den sportlichen Ansprüchen genügen und den Tier- und Bodenschutz gewährleisten. Unsere Wälder haben bereits unter trockenen Sommern gelitten und schweren Schaden ge- nommen. Bei der nun kommenden Wiederaufforstung wollen wir eine neue Wertschätzung für unsere Wälder erreichen. Der Gewinn unserer Wälder für den Klimaschutz und das Stadtklima muss stärker bedacht und be- lohnt werden. Ein Ausgleich für Waldbesitzer*innen für klimaschutz- und artenschutzorientierte Forstwirtschaft",,,,
Meeres- und,"Die maritimen Ökosysteme stellen die größte CO2 -Senke dar, aber auch den umfassendsten Schatz an Arten- vielfallt und Biodiversität. Doch sind sie durch Übersäuerung, Überfischung, steigende Temperaturen, Schad- stoff- und Mikroplastikeinträge und vieles mehr zunehmend bedroht. Sollten diese Entwicklungen weiter fortschreiten, dann drohen katastrophale Folgen wie etwa die Umkehrung der CO2-Aufnahme und damit eine unaufhaltsame Beschleunigung des Klimawandels. Aber auch der Verlust der Existenzgrundlage vieler Menschen in Küstenregionen sowie ein unumkehrbarer Einschnitt in die globale Artenvielfallt sind schon heut- zutage vielerorts zu erkennen. Deshalb setzen wir uns auf nationaler wie auch internationaler Ebene für den Schutz der Meere und Ozeane ein. Deutschland als große und einflussreiche Wirtschaftsnation muss seiner Verantwortung für unseren Planeten gerecht werden und sein politisches Gewicht zur Bewahrung der mariti- men Ökosysteme in die Waagschale werfen.",,,,
Düngereinträge in deutsche Küstengewässer,"In den vergangenen Jahrzehnten haben sich in der Nord-, vor allem aber in der Ostsee sogenannte Todeszonen, also Zonen mit sehr geringem Sauerstoffgehalt, immer weiter ausgebreitet. Die Ursache hierfür sind Einträge von Nitraten und Phosphaten, die zum größten Teil aus der landwirtschaftlichen Düngung stammen. Diese werden vom Feld in die Flüsse gespült und gelangen schließlich ins Meer. Dort führen sie zu einem erhöhten Algenwachstum. Sterben die Algen ab, so werden sie von Bakterien zersetzt. Jedoch verbrauchen diese Bak- terien dabei erhebliche Mengen an Sauerstoff, sodass die Sauerstoffsättigung abnimmt und Zonen entstehen, in denen Fische und andere Meereslebewesen nicht mehr überleben können und einfach ersticken. Deshalb setzen wir uns dafür ein, dem Eintrag von Phosphaten und Nitraten entgegenzuwirken und somit das Leben in Nord- und Ostsee zu schützen.",,,,
Abwasserreinigung effizient und effektiv,"Eine Unterstützung der Kommunen bei der Bewältigung der neuen Herausforderungen der Abwasserreini- gung soll durch ein breites Förderprogramm für erhöhte Reinigungspotenziale, wie die vierte Klärstufe, er- folgen. Klärwerke sind neben der Straßenbeleuchtung meist der größte Energieverbraucher einer Kommune. Das muss nicht sein. Energieautarke Klärwerke sind bereits entwickelt. Ihre Einführung gilt es zu fördern. Diese Förderung sorgt nicht nur für schnelle Energieeinsparungen, sondern wird langfristig wieder den Bürger*in- nen zugutekommen, da ihre Abwassergebühren nicht mehr durch hohe Energiekosten belastet werden.",,,,
Fracking,"Die Gefahren und Risiken bei der Förderung fossiler Energien im tiefen Untergrund sind nicht verlässlich ab- zuschätzen. Um an die Erdgasvorkommen zu gelangen, muss zunächst durch die Grundwasserschicht gebohrt werden. Seismische Aktivitäten könnten ausgelöst werden und ein Raubbau an unserer heimatlichen Natur erfolgen, den wir nicht wollen. Umweltschutz endet nicht an nationalen Grenzen. Deswegen lehnen wir den Import von Frackinggas ab.",,,,
Regenbecken,"Neben der Wasserknappheit werden zunehmend Überschwemmungen zum Problem vieler Kommunen. Nicht große Flüsse, sondern kleine Bäche werden häufig zum Schadensbringer. Grund hierfür ist u.a. die geringere Aufnahmefähigkeit der Böden (durch Flächenversiegelung und -verdichtung) bei starkem Regen nach längerer Trockenheit. Um Überschwemmungen zu verhindern und gleichzeitig Trinkwasser einzusparen, fordern wir ein bundesweites Förderprogramm für den Bau von Regenrückhalte- und Regenüberlaufbecken. Regenwasser kann dabei von den Oberflächen in Becken geleitet und zur Weiterverwendung zur Verfügung gestellt werden. Vor allem die Bereitstellung von Löschwasser bedarf einer Anpassung an die zunehmende Trockenheit. Wir wollen für die Kommunen eine bestmögliche Unterstützung bei der Erarbeitung nachhaltiger Wasser- und Abwasserkonzepte erreichen.",,,,
Flächenverbrauch,"Unsere Flächen sind begrenzt. Wir müssen verantwortungsbewusst mit dem weiteren Verbrauch und der Inanspruchnahme von Flächen für die Verkehrs- und Siedlungspolitik umgehen, um unseren nachfolgenden Generationen Natur- und Lebensqualität weitergeben zu können und ihnen selbst noch Planungsspielräume zu überlassen.",,,,
Land- und forstwirtschaftliche Flächen,"Land- und forstwirtschaftliche Flächen sind ein kostbares Gut. Aus diesem Grund lehnen wir politische Vor- gaben zur großflächigen Stilllegung von land- und forstwirtschaftlichen Nutzflächen ab. Für die staatlich be- triebene Forstwirtschaft muss eine neue Zielgewichtung stattfinden. Ökologische und vor allem klimatische Aspekte müssen hier der Maßstab für eine zukunftsorientierte Waldnutzung sein. Nach unserer Ansicht schlie- ßen sich Wirtschaftlichkeit und ökologischer Wert der Wälder nicht gegenseitig aus. Vielmehr wird durch eine wirtschaftliche Nutzung der Wälder der ökologische Wert erhöht, wie auch der wirtschaftliche Wert eines Bestandes durch dessen ökologische Aufwertung gesteigert wird. Die klimarelevante Pflege der Wälder soll über die Einnahmen des nationalen Emissionshandels vergütet werden. Um den Waldumbau zu klimaresis- tenten Mischbeständen voranzutreiben und so unsere Wälder bestmöglich auf die leider schon heute spür- baren Folgen des Klimawandels vorzubereiten, setzen wir uns auch weiterhin für eine Aufstockung der hierfür",,,,
Kreislaufwirtschaft und Nachhaltigkeit in den Fokus,Nachhaltigkeit und die damit zusammenhängende Kreislaufwirtschaft müssen zu einer tragenden Säule des Wirtschaftssystems werden. Nachhaltig erzeugte Produkte dürfen keinen Wettbewerbsnachteil erfahren. Wir treten deswegen u.a. für eine CO2-Kennzeichnung von Lebensmitteln ein. Regionale Produkte und nachhaltige Erzeugung mit kurzen Wegen sollen damit unterstützt werden.,,,,
Recyclingquote und -fähigkeit,"Immer weniger Gegenstände werden so gebaut, dass sie leicht recycelt werden können. Oftmals wäre dies mit nur kleinen Änderungen in der Herstellung machbar. Wir kritisieren dies als nicht nachhaltig und wollen den Trend stoppen. Angaben in Form einer Skala sollten den Verbraucher*innen beim Kauf transparent aufzeigen, wie gut das Produkt recycelt werden kann. Zudem sollte angegeben werden, wie viel Prozent des verwendeten Materials bereits durch Recycling gewonnen wurde.",,,,
Plastikflut,"Oftmals werden Kunststoffe wie Plastik verwendet, obwohl ein umweltfreundlicher Ersatz existiert. Genau an dieser Stelle muss Plastikmüll konsequent vermieden werden. Einen ersten Schritt in die richtige Richtung stellt die EU-Richtlinie dar, die auf eine eingeschränkte Regulierung setzt. Deutschland sollte diese Regulierung ambitioniert umsetzen. Weiterhin ist die Ausweitung des Verbots der Herstellung und des Verkaufs von Gegen- ständen aus Kunststoff, die auch aus anderen, umweltfreundlicheren Stoffen gefertigt werden können, umzu- setzen. Dies sollte ebenfalls auf europäischer Ebene passieren. Zudem entspricht dies der Zielvorstellung der gemeinsamen, europäischen Handelspolitik. Die Förderung der Forschung und Entwicklung von abbaubaren oder zumindest gut wiederverwendbaren Rohstoffen wollen wir ausbauen. Dies ermöglicht es heimischen Unternehmen, aus logistischen und hygienischen Gründen weiterhin Einwegprodukte zu nutzen. Es gilt, ge- eignete Alternativen zu finden und zum Einsatz zu bringen. Nicht ausschließlich der Verzicht, sondern der Ersatz von Kunststoffen durch nachhaltigere Lösungen muss uns gelingen. Vor allem im medizinischen Bereich sowie",,,,
"Exportverbot von Plastikmüll, Elektroschrott sowie von","Wir haben eine Luft, eine Umwelt, ein Wasser. Die Verschmutzung macht nicht an den Landesgrenzen Halt. Es nützt nichts, wenn unser Müll ins Ausland verschoben wird und dort unter menschenunwürdigen Bedingungen und zulasten der dortigen Menschen und der Umwelt entsorgt wird. Nach dem Motto: „Aus den Augen, aus dem Sinn“. Die Vermeidung von Müll und der sinnvolle Umgang mit den Ressourcen haben oberste Priorität. Das Recycling von Plastikmüll, Elektroschrott und Altautos muss im eigenen Land unter Einhaltung aller umwelt- technischen Erkenntnisse vorangetrieben werden. Die Rückgewinnung von wertvollen Rohstoffen ist zu erhöhen.",,,,
Reparaturfähigkeit,"Immer weniger Gegenstände werden so gebaut, dass sie repariert werden können. Oftmals wäre dies mit nur kleinen Änderungen in der Herstellung machbar. Wir kritisieren dies als nicht nachhaltig und wollen den Trend stoppen. Angaben in Form einer Skala sollten den Verbraucher*innen beim Kauf transparent aufzeigen, wie langlebig das Produkt ist und wie gut es repariert werden kann. Die Unternehmen werden damit angeregt, wieder Ersatzteile zur Verfügung zu stellen und einen Kundenservice anzubieten.",,,,
Lebensmittelverschwendung,"Mit jedem Lebensmittel, das im Müll landet, werden kostbare Ressourcen verschwendet. Das Vermeiden die- ser Verschwendung muss entlang der gesamten Wertschöpfungskette vom Acker bis zum Teller stärker in den Fokus der Politik rücken. Wir stehen hinter dem Ziel der UNO, die Lebensmittelverschwendung bis zum Jahr 2030 zu halbieren. In der kommenden Legislaturperiode muss dem Thema mehr Aufmerksamkeit gewidmet werden, damit das Ziel erreicht wird. Es ist unsere ethisch und ökologisch begründete Überzeugung, den ver- antwortungsvollen Umgang mit Lebensmitteln zu fördern. Obwohl sich in den vergangenen Jahren zahlreiche ehrenamtliche und unternehmerische Initiativen zur Vermeidung von Lebensmittelverschwendung gegründet haben, werden immer noch viel zu viele Lebensmittel weggeworfen. Mehr als die Hälfte der Lebensmittelver- schwendung findet in Haushalten statt. Der größte Hebel ist also, ein Umdenken bei den Verbraucher*innen zu bewirken, weswegen Aufklärungsarbeit zur Erzeugung und Verwendung von Lebensmitteln sinnvoll ist. Der Begriff des „Mindesthaltbarkeitsdatums“ sollte durch einen Begriff ersetzt werden, der deutlich macht, dass das Produkt mit dem Ablauf des Datums nicht automatisch verdorben ist. Zur Orientierung kann das englische „best before“ dienen. Ein weiterer Ansatz ist das Fördern von Umsonstregalen, in die abgelaufene Lebensmittel gestellt oder mitgenommen werden können, und von Gruppen, die sich für Lebensmittelrettung einsetzen.",,,,
CO2 -Kennzeichnung auf,"Durch die Nahrungsmittelerzeugung freigesetzte CO2-Äquivalente sind ein ernst zu nehmendes Problem. In der Klimaschutzdebatte wurde das Thema Ernährung zu lange vernachlässigt. Da die Verbraucher*innen wei- terhin selbst darüber entscheiden sollten, was auf ihrem Teller liegt, ist es Aufgabe der Politik, dem Thema sachgerecht und nicht ideologisch zu begegnen. Transparenz und Aufklärung sind dabei die obersten Ziele. An- gaben zur CO2-Bilanz von Lebensmitteln halten wir für einen guten Ansatz. Auflagen für regionale Erzeuger*in- nen müssen immer auch der Maßstab für die Erzeugungs- und Qualitätsstandards importierter Lebensmittel sein. Nur damit kann regionale Ware vor dem Preisdruck durch Importe geschützt werden. Die Veränderung von Produktions- und Haltungsweisen in der Landwirtschaft stellt gerade familiengeführte Betriebe vor große Herausforderungen. Es muss gewährleistet werden, dass diese Entwicklung nicht zulasten familienbetriebener, bäuerlicher Höfe geht. Eine weitere Industrialisierung der Landwirtschaft werden wir nicht zulassen.",,,,
ENERGIEWENDE,"Die Strompreise in Deutschland sind u.a. durch verschiedene Steuern die höchsten innerhalb der EU. Diese Mehrbelastung der privaten Verbraucher*innen ist deutlich zu verringern. Wir setzen uns für eine nachhalti- ge, sichere und bezahlbare Stromversorgung ein. Außerdem müssen die Versorgungssicherheit und stabile Strompreise zu jedem Zeitpunkt sichergestellt werden. Deswegen wollen wir die Energiewende nicht den Stromkonzernen überlassen, sondern wollen die Bürger*innen, Unternehmen, regionalen Energiedienst- leister und Energieversorgungsunternehmen sowie die Landwirt*innen zu Akteuren bei dieser Entwicklung machen. Wir stehen für eine dezentrale Energieerzeugung ohne überdimensionierten Leitungsbau, an deren Wertschöpfung die Gemeinden und die Bürger*innen vor Ort teilhaben. Umweltpolitik beginnt im Bewusst- sein der Bürger*innen vor Ort und muss bis in die internationale Politik hinein umgesetzt werden.",,,,
Steigerung der,"Energieeinsparung ist ein unerlässlicher Baustein zur Erreichung der Energiewende und der Klimaziele. Die Steigerung der Effizienz ist gerade vor dem Hintergrund der gleichzeitigen Elektrifizierung der Mobilität und der Wärmeerzeugung sowie der Steigerung des prozentualen Anteils erneuerbarer Energien unerlässlich. Die Steigerung der Energieeffizienz ist zudem nicht nur ein Innovationsmotor, der Arbeitsplätze sichert, sondern sie kann auch den Bürger*innen Geld sparen. Wir treten dafür ein, dass Entscheidungen über Mindesteffizienzan- forderungen aber nicht hinter verschlossenen Türen, sondern offen und transparent getroffen werden müssen. Über- und Doppelregulierungen wollen wir vermeiden.",,,,
Gebäudeenergiebilanz zur Gebäudeeffizienzbilanz,"Mit dem neuen Gebäudeenergiegesetz wurden Bestimmungen zur Gebäudeenergie in einem Gesetz zusam- mengefasst. Wer neu baut oder saniert, muss sich an diesem Regelwerk orientieren. Der Primärenergiefaktor beschreibt die Bilanz aus Energieverbrauch und Eigenproduktion des Gebäudes. Der Grundidee, im Neubau und Bestand Mindeststandards festzulegen, widersprechen wir mit Blick auf die bis 2050 zu erreichende Kli- maneutralität nicht. Doch die aktuelle Ausgestaltung ist zu einseitig auf den Energieverbrauch und die Ener- gieproduktion ausgerichtet. Der notwendige Energie- und Ressourcenverbrauch für die Baumaterialien, die Entsorgung und den Bau selbst werden nicht in die Bilanzierung einbezogen. Dies führt unserer Ansicht nach zu einem Trend der Ressourcenvernichtung und der Auswahl klimaschädlicher Baumaterialien. Die Energieein- sparung durch die Weiternutzung des Bestandes muss zusammen mit dem höheren Energieverbrauch in die Berechnung einfließen. Ebenso sollte die Verwendung von Holz und anderen alternativen Baustoffen positiver gewertet werden, da darin sogar CO2 gespeichert wird, während für Beton viel Energie und wertvolle Res- sourcen, wie Sand, benötigt werden und CO2 bei der Verarbeitung freigesetzt wird. Auch die Gipsgewinnung muss in die Betrachtung stärker einbezogen werden. Die Beeinträchtigung der Flächen durch die Gewinnung von Gips und Sand muss insbesondere vor dem Hintergrund des Endes des Kohleabbaus eine stärkere Beach- tung finden. Denn der Abbau dieser Rohstoffe auf den ohnehin schon bearbeiteten Flächen wird nicht länger stattfinden. Auch das Lebensalter von Eigentümer*innen in selbstgenutzten Immobilien muss bei Sanierungs- regeln einbezogen werden. Eine Verdrängung älterer Personen in Seniorenheime oder eine Mietwohnung wegen wirtschaftlich unverhältnismäßiger Sanierungsauflagen muss verhindert werden.",,,,
Zuverlässige,"Die Wirtschaft und die Digitalisierung verschiedener Lebensbereiche brauchen eine stabile, kostengünstige und nachhaltige Energieversorgung. Wir stehen für ein verlässliches, flexibles Energieversorgungssystem. Wir wollen die dezentrale Energiegewinnung aus regenerativen Quellen klimagerecht ausbauen. Gleichzeitig stehen wir für eine verlässliche und effiziente Versorgung innerhalb eines europäischen Energiemarktes. Ge- plante Leitungen im Netzentwicklungsplan Strom können keine Zustimmung finden, wenn eine Gegenüber- stellung von Investitionskosten und Nutzen der Leitungen fehlt. Beim Übertragungsnetzausbau müssen die Belastungen der Betroffenen und die Belastung der Umwelt berücksichtigt werden. Eine detaillierte Gegen- überstellung von Kosten und Nutzen ist von den Übertragungsnetzbetreibern sowie von der Bundesnetzagen- tur zu erbringen. Verfügbarkeit, Effizienz, Klimabilanz und Kosten der Erzeugung müssen im Energienetz der Zukunft gleichermaßen bedacht werden. Die Verteilnetzebene nimmt hierbei die entscheidende Rolle ein. 90 Prozent aller dezentral einspeisenden Erzeugungsanlagen speisen in diese Netzebene ein. Deswegen muss auch politisch dieser Ebene vermehrt Kompetenz und Beachtung beigemessen werden. Durch die kommunale Beteiligung an den Verteilnetzbetreibern wird damit auch der Beteiligung der Kommunen und Bürger*innen",,,,
"Energiegewinnung ausbauen, Flächenkonflikte","Eine Balance zwischen Nahrungsmittel- und Energiegewinnung auf landwirtschaftlichen Flächen muss wei- terhin gewährleistet sein. Die Forschung und Entwicklung im Bereich der Verwertung von Reststoffen, der Effizienzsteigerung bestehender Anlagen und der Energiespeichermöglichkeiten wollen wir vorantreiben.",,,,
Mehr Forschung und Entwicklung im Bereich der erneuerbaren,"Wir wollen im Bereich der erneuerbaren Energien mehr Investitionen in Forschung und Entwicklung. Insbe- sondere das Feld der Speichertechnologien muss ambitionierter unterstützt werden. Ein neuer Schwerpunkt muss auf die Umgehung von Flächennutzungskonflikten durch eine kombinierte Nutzung, wie z.B. die Agro- Photovoltaik, gelegt werden. Dies sollte nicht nur durch Forschung geschehen. Wettbewerbsfähigkeit könnte erzeugt werden, indem die Mehrkosten der Produktion durch einen Nachhaltigkeitsbonus in der wettbewerb- lichen Ausschreibung der Zulagen nach dem Erneuerbare-Energien-Gesetz ausgeglichen werden. Nur eine solche sachbezogene Förderung ist mit dem Grundsatz der Technologieoffenheit vereinbar.",,,,
Förderung erneuerbarer Energien,"Die Energiewende darf nicht auf dem Rücken der privaten Verbraucher*innen stattfinden. Eine einseitige Be- steuerung von privatem Stromverbrauch aus erneuerbaren Energien lehnen wir ab. Die Corona-Pandemie hat gezeigt, dass eine finanzielle Absicherung im Sinne der notwendigen Verlässlichkeit für Investitionen in erneuerbare Energien hilfreich ist – zumindest für Zeiten, in denen über den Börsenpreis keine Einnahmen generiert werden können. Die Einführung der wettbewerblichen Ausschreibung der Zulagen nach dem Er- neuerbare-Energien-Gesetz ist bei der Erzeugungsart der Photovoltaik sehr positiv zu bewerten. Bei der Wind- kraft an Land hat sich die Methode jedoch nicht bewährt. Zu wenige Projekte bewerben sich überhaupt um die Zulage nach dem Erneuerbare-Energien-Gesetz. Das beweist, dass die Strategie des Windkraftausbaus in Deutschland stark überholungsbedürftig ist. Zudem sollten die verschiedenen Erzeugungsarten flächen- deckend genutzt werden, damit sich die unterschiedlichen volatilen Energien über die Fläche hinweg zeitlich ergänzen und Flauten ausgleichen. Hierzu muss in das wettbewerbliche Verfahren zur Vergabe der Zulagen nach dem Erneuerbare-Energien-Gesetz ein Regionalisierungsfaktor eingefügt werden. Wir benötigen einen massiven Ausbau aller regenerativen Erzeugungsarten im gesamten Bundesgebiet. Dazu gehört auch Biogas, das leider in den vergangenen Jahren vernachlässigt wurde. Gerade wegen der Steuerbarkeit der Erzeugung sehen wir darin eine wichtige Ergänzung. Abfall- und Reststoffe sowie die Weiterentwicklung des Pflanzenan- baus werden die Ökobilanz der Biogaserzeugung zukünftig verbessern. Die Biogaserzeugung muss so weiter- entwickelt werden, dass sie nicht in Konflikt mit der Biodiversität steht. Monokulturen dürfen nicht entstehen.",,,,
Energie-Infrastruktur,Für uns ist der Ausbau der dezentralen Energieerzeugung aus erneuerbaren Quellen im Zusammenhang mit Speichertechnologie der zentrale Baustein für die Energieversorgung der Zukunft und das Erreichen der Klima- ziele im Energiesektor.,,,,
